text,sentiment
Presiden kita ga terima kritik. Rakyat kritik malah dilawan sama dia. Sangat2 Denial bngt dah. Dia lupa krn siapa dia bs jd presiden. Skrg da jd presiden malah lupa diri!,label sentimen: negatif
"gapernah liat ko leon gemeteran gini suaranya, cuma bisa bilang borong dolar, saya abis beli 4000 usd, 3000 eur",label sentimen: negatif
"bagi yg melihat peluang mml dan asli adalah saham yg anti badai,menurut saya cenderung harga di jaga.ada peluang untuk growing.",label sentimen: positive
Ancuurrrr,negative
"Akar masalahnya: Kenapa harus ngikutin Tren Penurunan Susu Ibu? Susu Ibu masih bisa menguat loh kalau di emut, di jilat!! Ini Rupiah kok loyo terus tiap hari ya!!!!",label sentimen: negatif
"Jgn lupa 2029 ganti rezim, jgn sampai NKRI bubarrr",negative
"Paling logis ya beli stable coin USDT,USDC terus loe staking dgn APY 3-6% dilokal exchange atw 8-9% di foreign exchange sperti OKX, Bybit, maybe 6-7% binance.lebih simple dan logis menurut gue dbanding beli obligasi Indon potongannya gede klo musti dtarik sebelum jt tempo. Oiya stable coin loe bisa staking dgn flexi earn jd bebas penalty potongan ya paling kna fee beli jual aj.keren kan",neutral
"Kalo gw perhatiin, semakin menakutkan kondisi ekonomi & semakin seremnya kolom komentar, bisa jadi ini justru waktunya masuk ke saham, bisa ini justru jadi waktunya jual dollar apalagi yang udah beli di 14k-15k dan masuk ke Rupiah & saham bank big 4, karena investasi jangka panjang yang berhasil HAMPIR SELALU dimulai dari kondisi ekonomi yang gak baik-baik aja. Dan sekarang ekonomi Indonesia memang lagi gak baik-baik aja. 

Itu pendapatku, silahkan bikin keputusan masing2.",neutral
"Qta selalu mncari masalah tuk diri cndiri. Buat Mbg tnpa hitungan jelas, implementasiny kacau balau, dalang korupsi baru.. Coba tny dapur or supplier hrusny dh ngerti gmn pasarny berjalan.. 

Skrg defisit sibuk cari sunber baru, gali sana sini buat mrket ga tenang. 
Buat pernyataan tnpa pikir, awalny kirain pura-pura gtu, eh mngkin bneran... ... ... 
Suka ya cari problem lalu denial akan problemny lagi, 

Sejujurny qlo ga kompeten mending duduk diam aj, ykin hidup rakyat better..",negative
Bayangin aja dxy nantinya menguat maka laju pelemahan idr makin cepet lagi😊 kalo bagi saya biarin aja usd ke 30rb sekalipun biar gahobi impor mau bbm hilang dari bumi pertiwi juga terserah😂 negri ini dah terlalu rusak karna dikuasi para lansia2 pikun,label sentimen: negatif
Kalo mahasiswa tidak segera turun ke jalan gua bakalan pindah ke desa biar tidak begitu terkena dari imbas dolar,label sentimen: negatif
"Jangan simpan rupiah lama"" 
Gajian langsung belanjakan kebutuhan sebulan, sayur, beras, minyak dan bumbu"" dapur",label sentimen: netral
"JANGAN LUPA, PELEMAHAN RUPIAH SEKARANG INI WALAUPUN CUMA 5%+- TAPI DI TIMMING YANG FATAL KENAPA?
""KARNA HARGA OIL LAGI NAIK-NAIKNYA"". Dampaknya > Subsidi Membengkak > Defisit Melebar > Investor Takut dan Keluar > Rupiah  Makin Melemah.
 Dan lucunya BI disalah-salahin pdahal kalo yang ngerti malah kondisi BI sekarang sama kayak ditumbalkan pemerintah. 

akar permasalahannya: ini akumulasi kesalahan dari pemerintahan-pemerintahan sebelumnya ditambah pemerintahan sekarang terlalu agresif membuat program baru.",label sentimen: negatif
tapi koh . kenapa faktor hutang Indonesia tidak di masukan. apakah hutang Indonesia itu tidak ada pengaruhnya.,neutral
Ayooo revolusiiii🎉,neutral
Komposisi kementrian abal abal.,negative
"Menantu dan mertua sama aja , akan di gulingkan",label sentimen: negatif
TKI mengalami kenaikan gaji yg lumayan semoga dapat menyumbang dollar ke desa tempat mereka tinggal,neutral
OTW 17845 memperingati kemerdekaan RI,label sentimen: negatif
"itu effect domiino, 1 orang menggeluh, baik personal atau emang PESURUH ASING buat propaganda di sosmed-YT menular ke 1rb orang ke 1jt orang, investor membaca itu, mereka takut, dan buru2 menarik dollar yg di investasikan ke indonesia, pasti runtuh KURS rupiah. BELUM LAGI NEGARA2 YG BENCI SM KITA, MAKIN membuat ketakutan2. mau ganti 100-1000x pemimpin, klo Rakyatnya karakternya PESIMIS OVER percayalah, kehancuran ekonomi akan terulang terus menerus,,yg rugi ya bukan orang lain",label sentimen: negatif
"jejak dulu, jokowi merusak rupiah",negative
grgr prakontol kang joget,negative
"Satu saja masalah di indonesia leon, semua pejabatnya korup di indonesia",negative
Thank you udah buat video ini di saat para subscriber lagi khawatir. GBU bro,label sentimen: negative
2014 ke atas itu ya sejak Jkw menjabat.,neutral
"Suara yg nanya pertanyaannya lemes amat ko, udh kek rupiah aja 😂",label sentimen: negatif
"Dxy melemah, tapi rupiah lebih sampah karena pejabat dan pemimpin kita jamban",label sentimen: negatif
"Banyak desa pakai dollar... banyak money changer.

Desa adat kuta 
Desa adat ubud dll..",neutral
idr melemah bukan usd menguat karena sgd chf aud juga naik semua,neutral
Pernyataan si Wowo malah disambut tepuk tangan satu forum 😂😂 apa yg bisa diharapkan dr pemerintahan seperti itu! Yg penting MBG dan kopdes cair 😅,label sentimen: negatif
P,neutral
"Hopeless, selama pemerintahan nya belum ganti. Karena komposisi kabinet dan jajarannya tidak sekompeten 1998. Hampir tidak ada profesional di bidangnya 😢.",negative
"IDR yg melemah ke hampir semua mata uang negara lain, dengan euro melemah, dengan singapur dollar melemah, dengan ringgit melemah, dan beberapa mata uang asean lain juga melemah, apalagi dengan mata uang yg kuat lainnya juga melemah",neutral
Gimana Prabowo ajah lah kita mah 😂😂,negative
"Malem banget Ko Leon, nontonnya besok aja deh, pusing dollar naek terus 😁🙏",label sentimen: negatif
Idr yg melemah... Kerna rm menguat vs usd...,neutral
17845,negative
